行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
深圳市本级,4403002015B01178,非农建设用地,民治街道,0.579413,0.579413,商务金融用地,协议出让,40,房地产业,五级,633.7640,深圳市龙华东一股份合作公司,0.00,4.00,2015年08月28日,2016年08月27日,2017年08月26日,,,深圳市,2015年08月27日
深圳市本级,4403002015B01165,非农建设用地,大浪街道,0.869898,0.869898,工业用地,协议出让,50,房地产业,五级,0.0001,深圳市大浪下岭排股份合作公司,0.00,2.12,2015年08月28日,2016年08月27日,2017年08月26日,,,深圳市,2015年08月27日
清流县,3504232015A00124,清流县体育中心,龙津镇屏山路,8.004000,0.537900,文体娱乐用地,划拨,,体育,十五等级,0.0000,,0.00,0.35,2015年09月11日,2016年08月26日,2017年08月26日,,,清流县人民政府,2015年08月27日
龙泉市,3311812015A01941,南秦村中畈地块D1、D6#楼8植征迁安置房建设项目,龙泉市南秦中畈地块,0.102700,0.102700,经济适用住房用地,划拨,,房地产业,十四等级,,,1.00,2.49,2015年11月27日,2016年02月27日,2017年02月26日,,,龙泉市人民政府,2015年08月27日
广州市本级,4401002015B00947,一类工业用地（M1）,花都区新雅街雅瑶中路以南，凤凰南路以东G10-YY01-1（A）地块,3.595300,0.000000,工业用地,挂牌出让,50,皮革、毛皮、羽毛（绒）及其制造业,六级,1998.0000,广州雅地时尚产业有限公司,,2.00,2016年02月27日,2017年02月27日,2020年02月27日,,,广州市,2015年08月27日
三水区,4406072015B01983,补办出让,佛山市三水区白坭镇水运村15号,0.008900,0.008900,其他普通商品住房用地,协议出让,70,房地产业,七级,3.9240,梁志行、梁志勇,,,1900年01月01日,1900年01月01日,1900年01月01日,,,佛山市,2015年08月27日
南海区,4406052015B00870,城镇住宅用地兼容批发零售用地、商务金融用地及其他商服用地,佛山市南海区桂城街道佛平四路北侧,0.158980,0.158980,其他普通商品住房用地,协议出让,68.5,房地产业,二级,3843.9012,佛山市嘉拓置业有限公司,1.50,3.50,2015年08月27日,1900年01月01日,1900年01月01日,,,佛山市,2015年08月27日
龙泉市,3311812015A01925,南秦村燕儿坞垄地块40#、42#、62#楼18植征迁安置房建设项目,龙泉市松溪弄路与53省道交叉西北面,0.230400,0.208000,经济适用住房用地,划拨,,房地产业,十四等级,,,1.00,2.50,2015年11月27日,2016年02月27日,2017年02月26日,,,龙泉市人民政府,2015年08月27日
福州市本级,3501002015B00886,螺洲新城,仓山区城门镇店前村,13.430600,0.000000,中低价位、中小套型普通商品住房用地,协议出让,70,房地产业,五级,62769.8995,福州市建设发展集团有限公司,1.00,2.70,2015年09月11日,2016年09月11日,2019年09月10日,,,福州市,2015年08月27日
龙泉市,3311812015A01904,南秦村燕儿坞垄地块51#楼4植征迁安置房建设项目,龙泉市松溪弄路与53省道交叉口西北面,0.094100,0.094100,经济适用住房用地,划拨,,房地产业,十四等级,,,1.00,1.42,2015年11月27日,2016年02月27日,2017年02月26日,,,龙泉市人民政府,2015年08月27日
端州区,4412022015B00334,肖小冰,肇庆市端州区登高路四巷70号第二幢501房,0.001652,0.001652,其他普通商品住房用地,协议出让,70,房地产业,二级,0.6795,肖小冰,,,1900年01月01日,1900年01月01日,1900年01月01日,,,肇庆市,2015年08月27日
海宁市,3304812015B03342,海宁市美联新材料有限公司,袁花镇向阳路北侧、王张桥港南侧,1.535600,1.315500,工业用地,挂牌出让,40,塑料制品业,十级,675.0000,海宁市美联新材料有限公司,1.60,,2015年12月10日,2016年06月10日,2018年06月10日,,,海宁市人民政府,2015年08月27日
泉州市本级,3505002015B00194-1,2015年7号地块,泉州市开发区清濛园区西片区北邻崇宏街东邻庆泰路西邻规划九号路南至崇文街并与其他用地相邻,8.428700,8.428700,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,七级,1700.0000,九牧王股份有限公司,1.50,2.50,2015年08月27日,2016年05月27日,2018年05月27日,,,,2015年08月27日
