行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
仙居县,3310242014B00802-1,环城北路以西、城北西路以南1号地块(浙江万里建设工程有限公司）,环城北路以西、城北西路以南1号地块,0.333900,0.000000,其他商服用地,挂牌出让,40,商务服务业,十四等级,431.0000,浙江万里建设工程有限公司,1.00,2.00,2014年03月26日,2015年03月26日,2016年02月25日,,,仙居县,2014年03月25日
晋江市,3505822014B07289,西虎汽车工业有限公司厂房及配套设施,西园街道霞浯社区、小桥社区,2.414800,0.000000,工业用地,挂牌出让,50,汽车制造,八级,817.0000,西虎汽车工业有限公司,1.00,1.50,2014年04月15日,2015年04月15日,2017年04月15日,,,晋江市,2014年03月25日
晋江市,3505822014B07278,晋江市金安纸业用品有限公司厂房及配套设施,晋江市磁灶镇中国包装印刷产业（晋江）基地,0.769800,0.000000,工业用地,挂牌出让,50,造纸及纸质品业,八级,188.0000,晋江市金安纸业用品有限公司,1.50,2.50,2014年04月15日,2015年04月15日,2017年04月15日,,,晋江市,2014年03月25日
赣县,3607212014A00017,赣县城北公租房,赣县梅林镇上庙村周坑,2.999781,0.000000,公共租赁住房用地,划拨,,公共设施管理业,六级,0.0000,,1.00,2.40,2014年03月25日,2014年03月25日,2016年03月25日,,,赣县人民政府,2014年03月25日
晋江市,3505822014B07266,福建省永葆新型建材有限公司厂房及配套设施,永和镇锦岭村、内厝村、邵厝村,4.482100,0.000000,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,八级,1636.0000,福建省永葆新型建材有限公司,1.00,1.50,2014年04月15日,2015年04月15日,2017年04月15日,,,晋江市,2014年03月25日
横山县,6108232014B00032,怡园四期,横山镇梁家湾村,3.166600,0.000000,其他普通商品住房用地,挂牌出让,70,房地产业,三级,5700.0000,横山县建新房地产开发有限公司,1.00,3.41,2015年03月20日,2016年03月15日,2019年03月10日,,,横山县,2014年03月25日
晋江市,3505822014B07240,福建省晋江邦丽达机械有限公司厂房及配套设施,东石镇萧下村,2.668000,0.000000,工业用地,挂牌出让,50,汽车制造,八级,927.0000,福建省晋江邦丽达机械有限公司,1.00,1.50,2014年04月15日,2015年04月15日,2017年04月15日,,,晋江市,2014年03月25日
白沙黎族自治县,4690252014B00105,白沙黎族自治县商业贸易总公司补办出让,白沙黎族自治县邦溪镇310省道东北侧,0.118069,0.118069,其他普通商品住房用地,协议出让,70,房地产业,未评估地区,23.5100,白沙黎族自治县商业贸易总公司,1.00,1.80,2014年03月31日,2014年06月05日,1900年01月01日,,,白沙黎族自治县,2014年03月25日
白沙黎族自治县,4690252014B00068,白沙黎族自治县商业贸易总公司补办出让,白沙黎族自治县邦溪镇310省道东北侧,0.328910,0.328910,商务金融用地,协议出让,40,房地产业,未评估地区,65.4925,白沙黎族自治县商业贸易总公司,1.00,1.80,2014年03月31日,2014年06月05日,1900年01月01日,,,白沙黎族自治县,2014年03月25日
白沙黎族自治县,4690252014B00115,白沙黎族自治县商业贸易总公司补办出让,白沙黎族自治县邦溪镇310省道东北侧,0.508657,0.508657,其他普通商品住房用地,协议出让,70,房地产业,未评估地区,101.2838,白沙黎族自治县商业贸易总公司,1.00,1.80,2014年03月31日,2014年06月05日,1900年01月01日,,,白沙黎族自治县,2014年03月25日
