行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
日照市本级,3711002013B00356,商住楼,望海路北、东关北路西、西海路南,1.484360,1.484360,其他商服用地,拍卖出让,其他普通商品住房用地70年; 其他商服用地40,房地产业,一级,9400.0000,山东荣安集团有限公司,1.00,6.02,2013年04月06日,2014年03月22日,2017年03月22日,,,日照市,2013年03月23日
沂水县,3713232013B00904,已购公有住房上市交易,沂水县龙港路2号,0.066159,0.005228,其他普通商品住房用地,协议出让,26,房地产业,三级,0.2888,刘兆富、宋桂荣,,,2013年03月23日,1900年01月01日,1900年01月01日,,,沂水县,2013年03月23日
晋江市,3505822013B04096,福建晋工机械有限公司厂房及配套设施,安海镇前埔村、内坑镇内山尾村,15.456000,0.000000,工业用地,挂牌出让,50,专用设备制造业,八级,5185.0000,福建晋工机械有限公司,1.00,1.50,2013年03月31日,2014年03月31日,2016年03月31日,,,晋江市,2013年03月23日
仁寿县,5114212013A00256,机关团体用地,仁寿县文林镇城北大道延伸线,3.302685,3.302685,机关团体用地,划拨,,国家机构,十三等级,1584.9600,,1.00,1.50,2013年03月31日,2013年04月03日,2015年04月03日,,,仁寿县人民政府,2013年03月23日
汉阴县,6109212013B00019,陕西省水务集团水利培训中心,汉阴县城关镇杨家坝村,6.666700,0.000000,其他商服用地,挂牌出让,50,水利管理业,一级,2500.0000,陕西省水务集团有限责任公司,2.00,2.00,2013年05月06日,2013年10月01日,2016年10月01日,,,汉阴县,2013年03月23日
印江土家族苗族自治县,5222262013B00041,印江自治县国有建设用地使用权出让,印江自治县小云工业园区,1.299600,0.000000,工业用地,挂牌出让,50,农副食品加工业,十五等级,130.0000,印江土家族苗族自治县西园综合开发有限责任公司,1.00,0.00,2013年04月30日,2013年06月20日,2014年02月20日,,,印江自治县,2013年03月23日
故城县,1311262013B00120,衡水红日房地产开发有限公司,故城县堤口渠北侧,2.520450,2.520450,其他商服用地,挂牌出让,40,房地产业,十三等级,3024.8000,衡水红日房地产开发有限公司,0.00,2.00,2013年04月24日,2014年04月24日,2016年03月24日,,,故城县,2013年03月23日
昌乐县,3707252013B06605,尚和国际,昌大路东、营丘街南侧,1.552700,0.000000,批发零售用地,挂牌出让,40,房地产业,三级,1165.0000,山东天庆置业有限公司,1.30,1.30,2013年03月28日,2014年03月23日,2016年03月23日,,,昌乐县,2013年03月23日
宣州区,3418022013B00780,水东镇2011年工业项目9号地,水东镇,0.384000,0.000000,工业用地,挂牌出让,50,水泥、石灰和石膏的制造,十级,70.0000,宣城市光明灯饰有限公司,1.00,0.00,2013年05月01日,2013年06月01日,2014年06月01日,,,宣州区人民政府,2013年03月23日
宣州区,3418022013B00776,狸桥镇新丰粮站地块,狸桥镇,0.265400,0.265400,工业用地,挂牌出让,50,水泥、石灰和石膏的制造,十级,47.0000,章彤华,1.00,0.00,2013年05月01日,2013年06月01日,2014年06月01日,,,宣州区人民政府,2013年03月23日
宣州区,3418022013B00755,溪口镇2011年集镇建设1号地,溪口镇,0.029800,0.000000,批发零售用地,挂牌出让,40,零售业,十级,25.0000,吴国胜,0.00,3.50,2013年05月01日,2013年06月01日,2014年06月01日,,,宣州区人民政府,2013年03月23日
临泽县,6207232013B00173,临泽县新世纪塑业有限责任公司,临泽县工业园区,0.047600,0.000000,工业用地,挂牌出让,50,废弃资源和废旧材料回收加工业,未评估地区,3.5700,临泽县新世纪塑业有限责任公司,,1.50,2013年03月29日,2013年03月31日,2014年12月31日,,,临泽县,2013年03月23日
辽阳市本级,2110002013A02877,辽阳市文圣区便民服务中心,翰林路东、衍水大街北,7.306020,3.300780,机关团体用地,划拨,,其他服务业,未评估地区,10959.0000,,0.00,0.56,2013年04月01日,2013年05月01日,2014年12月31日,,,辽阳市人民政府,2013年03月23日
