行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
英德市,4418812013B02315,胡泽文,英德市黎溪镇四区,0.008000,0.008000,其他普通商品住房用地,协议出让,70,房地产业,二级,1.2160,胡泽文,3.00,3.00,2013年03月07日,1900年01月01日,1900年01月01日,,,英德市,2013年03月07日
深圳市本级,4403002013B00177-3,深圳市新宇龙信息科技有限公司,光明新区,0.954488,0.000000,工业用地,挂牌出让,30,电信和其他信息传输服务业,四级,6736.0000,深圳市新宇龙信息科技有限公司,0.00,7.00,2013年03月07日,2017年05月30日,2018年05月30日,,,深圳市,2013年03月07日
深圳市本级,4403002013B00160-5,深圳市灵星雨科技开发有限公司,光明新区,0.825500,0.442432,工业用地,挂牌出让,30,软件业,四级,7808.0000,深圳市灵星雨科技开发有限公司,0.00,9.30,2013年03月07日,2017年05月30日,2018年05月30日,,,深圳市,2013年03月07日
台江县,5226302013B00110-1,台江经济开发区工业用地,台江县经济开发区,3.107500,0.000000,工业用地,挂牌出让,50,公共设施管理业,十五等级,285.0000,贵州台江经济开发区投资开发有限责任公司,0.70,1.70,2013年03月31日,2014年03月06日,2017年03月05日,,,台江县,2013年03月07日
长治县,1404212012B00368-1,山西三元大华房地产开发有限公司,长治县郝家庄乡寨子村北，长治市城南生态园西侧,6.812000,0.000000,其他普通商品住房用地,拍卖出让,70,房地产业,未评估地区,18600.0000,山西三元大华房地产开发有限公司,1.50,3.00,2013年03月08日,2014年03月07日,2017年03月07日,,,长治县,2013年03月07日
台江县,5226302013B00550,台江经济开发区工业用地,台江县经济开发区,19.725200,0.000000,工业用地,挂牌出让,50,公共设施管理业,十五等级,1810.0000,贵州台江经济开发区投资开发有限责任公司,0.70,1.70,2013年03月31日,2014年03月06日,2017年03月05日,,,台江县,2013年03月07日
武清区,1201142013A00438,污水处理厂,武清区王庆坨镇,0.825000,0.000000,公共设施用地,划拨,,公共设施管理业,八级,0.0000,,0.00,0.80,2013年05月10日,2014年03月01日,2016年03月01日,,,武清区人民政府,2013年03月07日
武清区,1201142013A00454,自来水厂,武清区王庆坨镇,0.458230,0.000000,公共设施用地,划拨,,公共设施管理业,八级,0.0000,,0.00,0.80,2013年05月10日,2014年03月10日,2016年03月10日,,,武清区人民政府,2013年03月07日
伊宁市,6540022013B00278,伊宁市佳宁投资有限责任公司项目6,合作区55号地块,7.000000,0.000000,其他普通商品住房用地,挂牌出让,70,商务服务业,二级,7875.4500,伊宁市佳宁投资有限责任公司,1.00,3.00,2013年03月07日,2013年04月01日,2016年04月01日,,,伊宁市,2013年03月07日
伊宁市,6540022013B00269,伊宁市佳宁投资有限责任公司项目5,合作区55号地块,7.000000,0.000000,其他普通商品住房用地,挂牌出让,70,商务服务业,二级,7875.2250,伊宁市佳宁投资有限责任公司,1.00,3.00,2013年03月07日,2013年04月01日,2016年04月01日,,,伊宁市,2013年03月07日
