行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
冠县,3715252013B00297,冠县2013-16号国有建设用地使用权挂牌出让项目,位于贾镇高庄铺村，北邻高庄铺村土地、西邻高庄铺村土地、东邻高庄铺村土地、南邻高庄铺村土地，,1.212900,0.000000,工业用地,挂牌出让,50,钢压延加工,三级,92.0000,冠县精诚机械锻造有限公司,0.80,1.50,2013年04月29日,2013年05月29日,2014年05月29日,,,冠县,2013年03月27日
冠县,3715252013B00283,冠县2013-24号国有建设用地使用权挂牌出让项目,位于梁堂乡北寺地村，北邻北寺地村土地、西邻北寺地村土地、安庄村土地、东邻东外环路、南邻北寺地村土地，安庄村土地，,0.854200,0.000000,工业用地,挂牌出让,50,专用设备制造业,三级,65.0000,山东华星电力辅机有限公司,0.80,1.50,2013年04月29日,2013年05月29日,2014年05月29日,,,冠县,2013年03月27日
冠县,3715252013B00274,冠县2013-29号国有建设用地使用权挂牌出让项目,位于贾镇高庄铺村，北邻国道309、西邻高庄铺村土地、东邻高庄铺村土地、南邻农村道路。,1.145900,0.000000,工业用地,挂牌出让,50,钢压延加工,三级,87.0000,冠县精诚机械锻造有限公司,0.80,1.50,2013年04月29日,2013年05月29日,2014年05月29日,,,冠县,2013年03月27日
惠水县,5227312013A00100,长安乡综合文化站及司法所建设项目,惠水县长安乡长腊村,0.963500,0.000000,公共设施用地,划拨,,文化艺术业,十五等级,0.0000,,1.50,0.00,2013年03月29日,2014年03月29日,2015年03月29日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00099,大龙乡农贸市场建设项目,惠水县大龙乡长征村,1.683500,0.000000,公共设施用地,划拨,,其他服务业,十五等级,0.0000,,1.80,0.00,2013年03月28日,2014年03月28日,2015年03月28日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00086,好花红乡计划生育服务中心及邮政所建设项目,惠水县好花红乡新门村,1.955600,0.000000,公共设施用地,划拨,,卫生,十五等级,0.0000,,1.51,0.00,2013年03月28日,2014年03月28日,2015年03月28日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00077,抵麻乡汽车站建设项目,惠水县抵麻乡地关村,1.699200,0.000000,公共设施用地,划拨,,道路运输业,十五等级,0.0000,,1.20,0.00,2013年03月29日,2014年03月29日,2015年03月29日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00069,摆榜乡农贸市场建设项目,惠水县摆榜乡甲坝村,0.669300,0.000000,公共设施用地,划拨,,其他服务业,十五等级,0.0000,,1.16,0.00,2013年04月04日,2014年04月04日,2015年04月04日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00050,岗度乡农贸市场建设项目,惠水县岗度乡岗度村,1.371200,0.000000,公共设施用地,划拨,,其他服务业,十五等级,0.0000,,1.21,0.00,2013年03月29日,2014年03月29日,2015年03月29日,,,惠水县人民政府,2013年03月27日
冠县,3715252013B00266,冠县2013- 50号国有建设用地使用权挂牌出让项目,位于店子镇西化村，北邻沟渠、南邻道路、西邻省道260、东邻西化村土地,2.000000,0.000000,工业用地,挂牌出让,50,钢压延加工,三级,151.0000,冠县宏昌生态建材有限公司,0.80,1.50,2013年04月29日,2013年05月29日,2014年05月29日,,,冠县,2013年03月27日
惠水县,5227312013A00048,惠水县实验学校建设项目,惠水县和平镇星光村、惠明村,2.403800,0.000000,科教用地,划拨,,教育业,十五等级,0.0000,,0.53,0.00,2013年04月26日,2014年04月26日,2015年04月26日,,,惠水县人民政府,2013年03月27日
惠水县,5227312013A00030,惠水县机关事务综合业务用房项目,惠水县和平镇惠明村,2.533700,0.000000,机关团体用地,划拨,,中国共产党机关,十五等级,0.0000,,0.00,3.14,2013年03月29日,2014年03月29日,2015年03月29日,,,惠水县人民政府,2013年03月27日
