行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
陆丰市,4415812015B00089,陆丰市东海镇厦深铁路南侧上海路东西两侧储备土地,陆丰市东海镇龙湖路北侧、上海路西侧,6.993949,6.993949,其他普通商品住房用地,挂牌出让,70,房地产业,六级,3757.1000,陆丰碧桂园物业发展有限公司,1.00,2.00,2015年05月26日,2015年12月26日,2018年06月25日,,,陆丰市,2015年05月26日
91团,6605112015A00028,九十一团幼儿园综合用房,九十一团团部友谊路北,0.093800,0.093800,科教用地,划拨,,教育业,十四等级,1.4070,,0.54,0.00,2015年05月26日,2015年06月06日,2016年12月30日,,,第五师,2015年05月26日
大祥区,4305032015B00281,唐春芳等53户,大祥区敏州西路街区13-5b号一期H地块,1.753200,0.392200,其他商服用地,协议出让,40,房地产业,二级,321.1440,唐春芳等53户,3.50,,2015年05月28日,2015年05月28日,2018年05月28日,,,邵阳市,2015年05月26日
淮阳县,4116262015B00296,年产15000吨塑料制品生产线项目,工业三路东侧、七里河南侧,0.268300,0.000000,工业用地,拍卖出让,50,塑料制品业,三级,72.0000,淮阳县田园塑料厂,1.00,,2015年08月26日,2016年01月26日,2018年01月26日,,,淮阳县,2015年05月26日
灌阳县,4503272015B00186,广西毕生医药有限公司,灌阳县灌阳镇西山坪工业园区,0.964139,0.964139,工业用地,挂牌出让,50,医药制造业,四级,217.1800,广西毕生医药有限公司,0.80,,2015年05月28日,2016年05月13日,2017年05月13日,,,灌阳县,2015年05月26日
柘荣县,3509262015B00030,城郊乡前山加头门土地收储项目,城郊乡前山加头门,0.368100,0.000000,其他普通商品住房用地,拍卖出让,70,房地产业,五级,340.0000,陶雪蓉等50人,1.00,2.60,2015年11月25日,2016年11月25日,2019年11月25日,,,柘荣县,2015年05月26日
海西蒙古族藏族自治州本级,6328002015B00099,冷湖滨地钾肥有限责任公司48万吨硫酸钾项目,冷湖镇大盐滩,9.980000,0.000000,工业用地,协议出让,50,其他采矿业,未评估地区,137.7243,冷湖滨地钾肥有限责任公司,0.80,0.00,2015年05月26日,2015年05月26日,2016年05月26日,,,冷湖行政委员会,2015年05月26日
凯里市,5226012015A00168-1,凯里市环境保护监测执法业务用房,凯里市第十三中学西北侧、凯里至三棵树市政干道东侧,0.459410,0.145810,机关团体用地,划拨,,环境管理业,三级,82.6933,,1.00,1.80,2015年06月05日,2015年06月15日,2016年06月15日,,,凯里市人民政府,2015年05月26日
玉环县,3310212015A00915,玉环县玉城街道峦岩山开发建设工程（景观楼）,玉城街道犁头咀村,0.040000,0.000000,风景名胜设施用地,划拨,,文化艺术业,十一级,,,,3.00,2015年06月26日,2016年05月26日,2017年05月26日,,,玉环县人民政府,2015年05月26日
泰顺县,3303292015A00067,泰顺县110千伏泰新城输变电工程,泰顺县罗阳镇下交垟村,0.324830,0.324830,公共设施用地,划拨,,火力发电,十四等级,,,,0.64,2015年06月30日,2016年05月28日,2018年05月28日,,,泰顺县人民政府,2015年05月26日
淮阳县,4116262015B00284,年产小学教学、科学仪器220万件、套中学理科仪器100万件、套,腾飞路北侧、标准化厂房二区,0.277000,0.000000,工业用地,拍卖出让,50,文教体育用品制造业,三级,74.0000,河南金麟科教设备有限公司,1.00,,2015年08月26日,2016年01月26日,2018年01月26日,,,淮阳县,2015年05月26日
阳朔县,4503212015B00196,彭欣悦、邬沂萌,阳朔镇田家河安置一区76号,0.007500,0.007500,中低价位、中小套型普通商品住房用地,协议出让,70,房地产业,三级,29.2830,彭欣悦、邬沂萌,1.00,5.10,,,,,,阳朔县,2015年05月26日
临澧县,4307242015B00210,工业园已征待供（2015G4),临澧县四新岗镇蔡家村,1.982260,0.000000,工业用地,挂牌出让,50,砖瓦、石材及其他建筑材料制造,五级,238.0000,湖南九五新材料科技有限公司,0.70,,2015年05月12日,2015年05月15日,2018年05月15日,,,临澧县,2015年05月26日
益阳市本级,4309002015B02836,张智利、何卿国有划拨用地使用权出让,市大渡口河南东路63号,0.002214,0.002214,中低价位、中小套型普通商品住房用地,协议出让,70,房地产业,一级,0.2418,张智利、何卿,,,2015年05月26日,1900年01月01日,1900年01月01日,,,益阳市,2015年05月26日
临川区,3610022015B00235,中德体育用品厂房、车间、宿舍及附属设施,抚北工业园区,4.150800,0.000000,工业用地,挂牌出让,50,文教体育用品制造业,四级,603.0000,抚州市中德体育用品有限公司,1.00,1.50,2015年06月30日,2015年06月30日,2017年06月29日,,,临川区,2015年05月26日
肇庆市本级,4412002015B00408,黄月文,肇庆市端州区黄岗街道办河旁村委会河旁村东沙田,0.005700,0.005700,其他普通商品住房用地,协议出让,70,房地产业,三级,7.9643,黄月文,,,1900年01月01日,1900年01月01日,1900年01月01日,,,肇庆市,2015年05月26日
连州市,4418822015B00699,陈志华,连州镇单马山新村35号,0.008199,0.008199,中低价位、中小套型普通商品住房用地,协议出让,50,房地产业,七级,4.0485,陈志华,,3.27,1900年01月01日,1900年01月01日,1900年01月01日,,,连州市,2015年05月26日
弥渡县,5329252015B00105-1,弥渡县2013年保障性住房项目,弥城镇弥川大道南侧，弥渡县职业中学西侧,1.942700,0.000000,公共租赁住房用地,协议出让,70,住宿业,三级,815.9500,云南省城乡建设投资有限公司,1.00,3.50,2015年06月26日,2016年06月25日,2017年06月25日,,,大理白族自治州,2015年05月26日
新密市,4101832015B00286,住宅项目,纵四路东南侧、横六路西南侧、纵三路西北侧、横七路东北侧,2.731061,0.000000,其他普通商品住房用地,挂牌出让,70,房地产业,十二级,1048.2308,新密银基房地产有限公司,1.00,1.80,2015年06月27日,2016年05月27日,2019年05月27日,,,新密市,2015年05月26日
汉川市,4209842015B00301,武汉同发科技有限公司,汉川市庙头镇前山村,0.666600,0.000000,工业用地,拍卖出让,50,化学原料及化学制品制造业,三级,113.0000,武汉同发科技有限公司,1.00,,2015年06月25日,2015年06月25日,2016年04月25日,,,汉川市,2015年05月26日
原平市,1409812015A00209,山西省五台山国有林管理局紫荆山林场管护站,原平市青年北街、教育南路西侧,0.138000,0.000000,公共设施用地,划拨,,林业,一级,23.9975,,1.00,1.80,2015年06月26日,2015年07月06日,2016年07月06日,,,原平市人民政府,2015年05月26日
察哈尔右翼后旗,1509282015A00135,察右后旗劳动就业和社会保障服务中心、政务服务中心、食品药品检验中心建设项目,白音察干镇经九路西、校园街北,0.887500,0.000000,机关团体用地,划拨,,社会保障业,十五等级,0.0000,,0.00,1.50,2015年05月21日,2015年05月22日,2017年05月22日,,,察右后旗人民政府,2015年05月26日
南召县,4113212015B00179,河南长泰塑胶有限公司,南召县产来集聚辛夷大道以西,6.440260,0.000000,工业用地,挂牌出让,50,塑料制品业,一级,1668.0000,河南长泰塑胶有限公司,1.00,1.00,2015年06月26日,2015年07月01日,2017年07月01日,,,南召县,2015年05月26日
静海县,1202232015B01916,天津恒盛达市政工程有限公司,大邱庄工业区内,0.983130,0.000000,工业用地,挂牌出让,50,金属制品业,未评估地区,270.0000,天津恒盛达市政工程有限公司,1.00,0.00,2015年08月03日,2016年05月26日,2018年05月26日,,,静海县,2015年05月26日
霍邱县,3415222015B00980,南方水泥,叶集经济开发区纬三路以北、S310以西,0.941350,0.941350,工业用地,挂牌出让,50,水泥、石灰和石膏的制造,四级,114.0000,六安南方水泥有限公司,1.00,0.00,2015年06月26日,2015年09月26日,2016年03月26日,,,叶集试验区管理委员会,2015年05月26日
白城市本级,2208002015A00265,白城市洮北区疾病预防控制中心,白城生态新区内,0.446200,0.000000,医卫慈善用地,划拨,,卫生,六级,34.4400,,0.73,,2015年06月26日,2015年06月26日,2015年12月31日,,,白城市人民政府,2015年05月26日
东莞市,4419002015B01347,广东森源蒙玛实业有限公司,大岭山镇大环村,10.678700,0.000000,工业用地,挂牌出让,50,家具制造业,五级,6408.0000,广东森源蒙玛实业有限公司,2.80,3.00,2015年06月20日,2016年06月20日,2018年06月20日,,,东莞市,2015年05月26日
淮阳县,4116262015B00275,年产系列粮食输送机2500台、系列电子自动定量包装机1500台,腾飞路北侧、工业二路西侧,0.277400,0.000000,工业用地,拍卖出让,50,金属制品业,三级,74.0000,淮阳县环宇机械有限公司,1.00,,2015年08月26日,2016年01月26日,2018年01月26日,,,淮阳县,2015年05月26日
新昌县,3306242015A00026,新昌县儒岙法庭迁建工程,新昌县儒岙镇横板桥村,0.564900,0.000000,机关团体用地,划拨,,国家机构,十二级,,,0.10,0.50,2015年07月19日,2016年07月19日,2018年07月19日,,,新昌县人民政府,2015年05月26日
高安市,3609832015A00606,瑞阳新区区间道路,瑞阳新区,0.543600,0.000000,公路用地,划拨,,城市公共交通业,五级,0.0000,,0.00,0.00,2015年06月26日,2016年06月26日,2016年06月26日,,,高安市人民政府,2015年05月26日
