行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
184团,6610042014B00025,十师瑞鑫食品加工坊,十师184团团部,0.087100,0.087100,批发零售用地,挂牌出让,40,零售业,未评估地区,9.3197,严瑞忠,0.80,1.00,2014年05月30日,2014年06月30日,2015年10月30日,,,十师北屯市,2014年04月08日
焉耆回族自治县,6528262014B00135,新疆中菲酿酒股份有限公司中菲酒庄建设项目,焉耆县葡萄产业园区华萄园,3.000100,0.000000,工业用地,挂牌出让,50,饮料制造业,未评估地区,45.0015,新疆中菲酿酒股份有限公司,0.70,0.00,2014年04月08日,2014年04月14日,2015年04月14日,,,焉耆县,2014年04月08日
滁州市本级,3411002014A02807,北沿江高速公路滁州至马鞍山段,北沿江高速公路滁州至马鞍山段（南谯区）,95.502200,0.000000,公路用地,划拨,,道路运输业,五级,0.0000,,0.00,0.00,2014年05月08日,2014年08月08日,2016年08月08日,,,滁州市人民政府,2014年04月08日
巴楚县,6531302014B02228,巴楚县新天地文化娱乐中心项目,巴楚县世纪大道北侧,0.932300,0.390200,其他商服用地,挂牌出让,40,娱乐业,四级,449.0330,巴楚县新天地房地产开发有限公司,1.00,1.60,2014年04月15日,2014年04月20日,2015年10月10日,,,巴楚县,2014年04月08日
蒙城县,3416222014A00855,济南至祁门高速公路利辛至淮南段（蒙城县段）安置点用地,蒙城县篱笆镇骆庙村,2.072800,0.000000,经济适用住房用地,划拨,,国家机构,未评估地区,0.0000,,1.00,2.20,2014年05月01日,2014年07月01日,2014年12月31日,,,国土资源部,2014年04月08日
蒙城县,3416222014A00840,济南至祁门高速公路利辛至淮南段（蒙城县段）安置点用地,蒙城县篱笆镇宋圩村,0.720200,0.000000,经济适用住房用地,划拨,,国家机构,未评估地区,0.0000,,1.00,2.20,2014年05月01日,2014年07月01日,2014年12月31日,,,国土资源部,2014年04月08日
滁州市本级,3411002014A02796,洪武路环卫综合设施,洪武路南侧、永乐路西侧,0.333300,0.333300,公共设施用地,划拨,,其他服务业,二级,54.9945,,0.00,0.00,2014年05月08日,2014年08月08日,2015年08月08日,,,滁州市人民政府,2014年04月08日
蒙城县,3416222014A00834,济南至祁门高速公路利辛至淮南段（蒙城县段）安置点用地,蒙城县三义镇彭集村,0.120000,0.000000,经济适用住房用地,划拨,,国家机构,未评估地区,0.0000,,1.00,2.20,2014年05月01日,2014年07月01日,2014年12月31日,,,国土资源部,2014年04月08日
共和县,6325212014A01427,沙珠玉乡卫生院建设,共和县沙珠玉乡集镇,0.271895,0.271895,医卫慈善用地,划拨,,卫生,四级,,,,1.50,2014年04月23日,2014年04月30日,2015年04月30日,,,共和县人民政府,2014年04月08日
滁州市本级,3411002014A02787,清流公园公交换乘中心,南谯路与稻香路交叉口东北侧,0.364700,0.364700,公共设施用地,划拨,,其他服务业,一级,60.1755,,0.00,0.00,2014年05月08日,2014年08月08日,2015年08月08日,,,滁州市人民政府,2014年04月08日
