行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
驻马店市本级,4117002013A01929,火车站站前停车场,驻马店市火车站西站站前广场南侧,11.212400,0.000000,公共设施用地,划拨,,城市公共交通业,四级,,,,,2013年12月31日,2014年03月18日,2014年09月16日,,,驻马店市人民政府,2013年10月22日
镇海区,3302112013B00808,澥浦镇ZH10-01-25-04地块,镇海区澥浦镇息云寺西侧，兴源路南侧,0.510600,0.000000,工业用地,挂牌出让,50,塑料制品业,六级,350.0000,宁波市镇海兴顺塑料包装厂,0.80,1.80,2013年12月05日,2014年12月05日,2016年12月05日,,,宁波市,2013年10月22日
27团,6602072013A00047,27团望景湾3#、4#、7#廉租房,第二师二十七团团部,0.176300,0.176300,廉租住房用地,划拨,,农、林、牧、渔服务业,十四等级,2.6445,,1.00,,2013年10月23日,2013年10月24日,2015年10月24日,,,第二师,2013年10月22日
夏邑县,4114262013A00599-2,收储,崇文西路西段北侧,8.473800,0.384400,其他普通商品住房用地,划拨,,国家机构,三级,,,1.00,1.50,1900年01月01日,1900年01月01日,1900年01月01日,,,夏邑县人民政府,2013年10月22日
驻马店市本级,4117002013A01919,淮河大道,驻马店经济开发区,11.798700,0.000000,公路用地,划拨,,城市公共交通业,四级,,,,,2013年12月31日,2014年01月13日,2014年09月26日,,,驻马店市人民政府,2013年10月22日
驻马店市本级,4117002013A01900,中原大道,驻马店市产业集聚区,25.823000,0.000000,公路用地,划拨,,城市公共交通业,八级,0.0000,,0.00,0.00,2013年12月09日,2013年12月21日,2014年09月30日,,,驻马店市人民政府,2013年10月22日
神木县,6108212013B01916,神木县三江能源有限公司建设煤矿工业广场及附属设施,神木二村,25.410000,0.000000,工业用地,协议出让,50,煤炭开采和洗选业,三级,3020.0000,神木县三江能源有限公司,1.00,,2014年09月18日,2015年08月20日,2018年08月09日,,,神木县,2013年10月22日
神木县,6108212013A01926,神木县新村建设管理委员会办公室建设市政道路,神木新村,44.019500,0.000000,街巷用地,划拨,,城市公共交通业,三级,,,,,2013年12月25日,2014年03月20日,2016年03月03日,,,神木县人民政府,2013年10月22日
辉县市,4107822013A01166,辉县市公用设施用地,薄壁镇沟湾村,1.713200,0.000000,公共设施用地,划拨,,公共设施管理业,未评估地区,0.0000,,,,2013年10月23日,1900年01月01日,1900年01月01日,,,辉县市人民政府,2013年10月22日
绍兴县,3306212013B01779-1,大香林风景区4号商业地块,湖塘街道香林村,0.083700,0.000000,文体娱乐用地,挂牌出让,40,文化艺术业,二级,61.7000,绍兴县会稽山兜率净土开发有限公司,0.90,1.20,2014年04月15日,2014年05月15日,2015年05月15日,,,绍兴县,2013年10月22日
辉县市,4107822013A01106,辉县市公用设施用地,胡桥乡所可楼村北,0.991300,0.000000,公共设施用地,划拨,,公共设施管理业,未评估地区,0.0000,,,,2013年10月23日,1900年01月01日,1900年01月01日,,,辉县市人民政府,2013年10月22日
上饶市本级,3611002013B02060,再生资源,上饶经济技术开发区黄源片区,4.246667,4.246667,工业用地,拍卖出让,50,钢压延加工,十三等级,547.0000,江西天成再生资源有限公司,1.00,1.50,2013年03月21日,2013年09月20日,2016年09月19日,,,上饶市,2013年10月22日
叶县,4104222013B00342,平顶山致远房地产开发有限公司商业住宅楼,昆阳大道西侧,0.715739,0.715739,其他普通商品住房用地,挂牌出让,70,房地产业,二级,828.0000,平顶山致远房地产开发有限公司,2.00,6.80,2013年11月01日,2014年11月01日,2016年11月01日,,,叶县,2013年10月22日
贵定县,5227232013B00324-1,贵州建新置业投资开发项目,贵州昌明经济开发区,2.982700,0.000000,工业用地,挂牌出让,50,其它,十三等级,340.0278,贵州建新置业投资有限责任公司,1.00,,2013年10月30日,2013年10月30日,2015年10月29日,,,贵定县,2013年10月22日
红古区,6201112013B00162,甘肃金海天房地产开发有限公司,平安路南侧天健平安广场东侧,0.414600,0.129300,商务金融用地,挂牌出让,40,房地产业,二级,696.6400,甘肃金海天房地产开发有限公司,0.00,5.50,2013年11月01日,2013年11月10日,2015年11月10日,,,兰州市红古区,2013年10月22日
大宁县,1410302013A00040,大宁县城市集中供热工程,昕水镇古乡村,1.090700,0.000000,公共设施用地,划拨,,公共设施管理业,四级,,,2.00,1.50,2013年10月22日,2013年10月22日,2014年05月01日,,,大宁县人民政府,2013年10月22日
连州市,4418822013B01075,廖诗添、廖诗东,连州镇南津路一巷45号地段,0.004540,0.004540,中低价位、中小套型普通商品住房用地,协议出让,50,房地产业,七级,1.0487,廖诗添、廖诗东,,,2013年10月22日,1900年01月01日,1900年01月01日,,,连州市,2013年10月22日
鹤山市,4407842013B00656-1,鹤山市沙坪街越塘村越塘、大朗、望楼经济合作社(商住),鹤山市鹤山大道旁,10.148022,10.148022,中低价位、中小套型普通商品住房用地,协议出让,70,房地产业,九级,2506.5610,鹤山市沙坪街越塘村越塘、大朗、望楼经济合作社,1.00,3.00,2013年10月22日,2016年12月30日,2018年12月30日,,,鹤山市,2013年10月22日
平南县,4508212013A00451,平南县经济适用住房（二期）建设项目,平南镇工业大道小历地段,0.547020,0.000000,经济适用住房用地,划拨,,房地产业,十四等级,205.1325,,1.00,5.00,2013年10月22日,2014年10月22日,2017年10月21日,,,平南县人民政府,2013年10月22日
云霄县,3506222013A00748,云霄县将军大道北段,火田镇菜埔村、东车村、郭浦村、酉林村,16.179800,0.000000,公路用地,划拨,,国家机构,十二级,537.5509,,1.00,1.00,2014年02月16日,2014年10月16日,2016年10月16日,,,云霄县人民政府,2013年10月22日
兴县,1411232013B00275,新区建设项目六,兴县蔡家崖乡新区,1.511258,0.000000,其他普通商品住房用地,挂牌出让,70,房地产业,十四等级,683.0000,兴县城市基础设施建设投资开发有限责任公司,3.19,,2013年10月30日,2014年02月08日,2017年01月30日,,,兴县,2013年10月22日
