行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
东莞市,4419002016A01426,东莞市万江中心小学金丰分校,万江区水蛇涌社区,3.389300,0.000000,科教用地,划拨,,教育业,一级,,,,0.74,2016年11月12日,2017年11月12日,2019年11月12日,,,东莞市人民政府,2016年11月12日
将乐县,3504282016B00140,年产18万吨铝硅合金生产项目一期,水南镇积善村,2.842100,0.000000,工业用地,挂牌出让,50,铝冶炼,十三等级,301.5000,福建泰达高新材料有限公司,0.90,,2017年02月12日,2017年05月12日,2019年05月11日,,,将乐县,2016年11月12日
萧山区,3301812016A10610,新凉亭社区建设四路农居安置房项目,瓜沥镇国庆村,3.538000,0.000000,经济适用住房用地,划拨,,房地产业,九级,1049.3723,,1.00,1.00,2017年02月12日,2017年11月02日,2019年11月01日,,,杭州市萧山区人民政府,2016年11月12日
浏阳市,4301812016B02629,高端原料药精烘包生产基地项目,浏阳经开区康平路以南、蕙兰路以西,11.194333,0.000000,工业用地,挂牌出让,50,医药制造业,一级,3952.0000,浏阳经开区恒康基础设施管理有限公司,0.80,1.50,2017年10月08日,2017年10月08日,2019年10月08日,,,浏阳市,2016年11月12日
霍山县,3415252016B00640,协议补办,衡山镇花园路西侧花园路安置房12#楼301室、车库1号,0.001766,0.001766,经济适用住房用地,协议出让,70,居民服务业,二级,0.9950,张宏军、徐莉莉,1.00,2.00,,,,,,霍山县,2016年11月12日
资兴市,4310812016A02877,安置建房,资兴市旷工南路原鲤鱼江煤矿,0.679500,0.000000,经济适用住房用地,划拨,,住宿业,三级,,,1.00,1.80,2016年12月22日,2017年05月22日,2018年11月22日,,,资兴市人民政府,2016年11月12日
洞口县,4305252016A00629,洞口县农机职业技能及培训基地建设项目,洞口县城金武村,0.680500,0.000000,科教用地,划拨,,教育业,二级,,,,0.48,2017年10月06日,2017年12月14日,2019年12月13日,,,洞口县人民政府,2016年11月12日
霍山县,3415252016B00630,协议补办,衡山镇沛源东路9-34,0.009760,0.009760,经济适用住房用地,协议出让,70,居民服务业,二级,4.4900,汪俊春、张传年,1.00,2.00,,,,,,霍山县,2016年11月12日
巴林右旗,1504232016B00187,赤峰市巴林右旗100兆瓦光伏发电项目,巴林右旗幸福之路苏木关乃英格嘎查境内,0.006000,0.000000,工业用地,挂牌出让,50,电力、热力的生产和供应业,十五等级,0.4500,赤峰晶澳光伏发电有限公司,0.50,0.50,2016年11月20日,2016年11月30日,2018年11月30日,,,巴林右旗,2016年11月12日
巴林右旗,1504232016B00150,赤峰市巴林右旗100兆瓦光伏发电项目,巴林右旗幸福之路苏木关乃英格嘎查境内,0.867450,0.000000,工业用地,挂牌出让,50,电力、热力的生产和供应业,十五等级,65.0587,赤峰晶澳光伏发电有限公司,0.15,0.15,2016年11月20日,2016年11月30日,2018年11月30日,,,巴林右旗,2016年11月12日
巴林右旗,1504232016B00227,赤峰市巴林右旗100兆瓦光伏发电项目,巴林右旗幸福之路苏木关乃英格嘎查境内,0.006000,0.000000,工业用地,挂牌出让,50,电力、热力的生产和供应业,十五等级,0.4500,赤峰晶澳光伏发电有限公司,0.50,0.50,2016年11月20日,2016年11月30日,2018年11月30日,,,巴林右旗,2016年11月12日
巴林右旗,1504232016B00141,赤峰市巴林右旗100兆瓦光伏发电,巴林右旗幸福之路苏木关乃英格嘎查境内,0.006000,0.000000,工业用地,挂牌出让,50,电力、热力的生产和供应业,十五等级,0.4500,赤峰晶澳光伏发电有限公司,0.50,0.50,2016年11月20日,2016年11月30日,2018年11月30日,,,巴林右旗,2016年11月12日
洞口县,4305252016A00606,洞口县大水变电站,洞口县大水村,0.170400,0.000000,公共设施用地,划拨,,公共设施管理业,三级,,,,,2017年10月12日,2017年12月01日,2019年10月30日,,,洞口县人民政府,2016年11月12日
虎林市,2303812016A00320,黑龙江珍宝岛湿地国家级自然保护区二期工程建设项目,虎林市珍宝岛乡,0.103000,0.103000,公共设施用地,划拨,,公共设施管理业,五级,,,0.30,0.30,2016年11月14日,2016年12月01日,2017年12月01日,,,虎林市人民政府,2016年11月12日
浏阳市,4301812016B02636,微生物生产基地项目,浏阳经开区康平路以南、洞阳路以东,18.305084,0.000000,工业用地,挂牌出让,50,医药制造业,十级,6462.0000,浏阳经开区恒康基础设施管理有限公司,0.80,1.50,2017年10月08日,2017年10月08日,2019年10月08日,,,浏阳市,2016年11月12日
巴林右旗,1504232016B00191,赤峰市巴林右旗100兆瓦光伏发电项目,巴林右旗幸福之路苏木关乃英格嘎查境内,0.006000,0.000000,工业用地,挂牌出让,50,电力、热力的生产和供应业,十五等级,0.4500,赤峰晶澳光伏发电有限公司,0.50,0.50,2016年11月20日,2016年11月30日,2018年11月30日,,,巴林右旗,2016年11月12日
