行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
肇庆市本级,4412002015A00880,肇庆市端州区土地储备中心,端州区梅庵路26号,0.275800,0.275800,批发零售用地,划拨,,房地产业,三级,,,,1.90,2015年09月03日,2016年09月03日,2019年09月03日,,,肇庆市人民政府,2015年09月03日
肇庆市本级,4412002015A00872,肇庆市端州区土地储备中心,端州区城中路195号（54区康乐南路东侧）,0.121900,0.121900,公园与绿地,划拨,,房地产业,三级,,,,,2015年09月03日,2016年09月03日,2019年09月03日,,,肇庆市人民政府,2015年09月03日
肇庆市本级,4412002015A00868-1,肇庆市端州区土地储备中心,端州区端州一路与前村交角（122区）,0.800500,0.800500,批发零售用地,划拨,,房地产业,三级,,,1.00,3.60,2015年09月03日,2016年09月03日,2019年09月03日,,,肇庆市人民政府,2015年09月03日
余庆县,5203292015B00285,余庆县回龙村苦丁茶加工厂房建设项目,花山乡回龙村龙坪新村处,0.056350,0.056350,工业用地,挂牌出让,50,农副食品加工业,四级,11.8300,余庆县构皮滩供销合作社,1.00,,2015年09月04日,2016年11月30日,2018年10月31日,,,余庆县,2015年09月03日
安平县,1311252015B00950,安平县昌佳五金丝网制品有限公司生产销售金属丝网、丝网制品、电焊网、护栏网及进出口业务项目,东会沃村村南,0.369567,0.000000,工业用地,拍卖出让,50,金属制品业,未评估地区,77.6100,李海英,0.70,,2015年09月03日,2016年09月01日,2018年09月01日,,,安平县,2015年09月03日
安平县,1311252015B00931,河北亿申丝网制品有限公司年产200万平方米CL建筑体系网架板项目,经四路西、纬三路南,2.155400,0.000000,工业用地,拍卖出让,50,金属制品业,五级,484.9700,河北亿申丝网制品有限公司,1.48,1.48,2015年09月03日,2016年09月01日,2018年09月01日,,,安平县,2015年09月03日
安平县,1311252015B00996,安平县新峰机动车驾驶员培训学校扩建项目,中心路南段以东,3.358200,0.000000,其他商服用地,拍卖出让,40,其他服务业,四级,1863.8000,安平县新峰房地产有限公司,0.15,0.15,2015年09月03日,2016年09月01日,2018年09月01日,,,安平县,2015年09月03日
安陆市,4209822015B01015,湖北阿积仕数码纺织有限公司,安陆市南城办事处草庙村、高庙村,3.373640,0.000000,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,三级,485.0000,湖北阿积仕数码纺织有限公司,1.00,,2015年09月03日,2015年12月31日,2017年12月25日,,,安陆市人民政府,2015年09月03日
安平县,1311252015B00858,英伦富丽城项目,为民街东段路北,0.483100,0.000000,中低价位、中小套型普通商品住房用地,拍卖出让,中低价位、中小套型普通商品住房用地70年; 其他商服用地40年;,房地产业,四级,456.5400,河北宝平房地产开发有限公司,1.00,2.07,2015年09月03日,2016年09月01日,2018年09月01日,,,安平县,2015年09月03日
雄县,1306382015B00236,住宅、商业,保津高速雄县西连接线西侧、陈台村西南侧、马庄干渠北侧,0.146700,0.000000,其他普通商品住房用地,挂牌出让,其他普通商品住房用地70年; 批发零售用地40年;,房地产业,十级,88.0000,刘艳玲,1.00,2.50,2015年09月03日,2016年09月03日,2019年09月03日,,,雄县,2015年09月03日
