行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
巨鹿县,1305292015B00079,朱申其他普通商品住房用地补办出让,巨鹿县城东韩庄村南、新华街以西,0.011723,0.011723,其他普通商品住房用地,协议出让,70,房地产业,二级,4.9600,朱申,1.70,1.70,1900年01月01日,1900年01月01日,1900年01月01日,,,巨鹿县,2015年04月11日
休宁县,3410222015B00290,黄山西诺实业有限公司,休宁县经开区怀玉板块B-03-01、B-03-02部分地块,0.657098,0.000000,工业用地,挂牌出让,50,道路运输业,一级,133.1100,黄山西诺实业有限公司,1.00,1.80,2015年05月11日,2015年09月11日,2016年09月11日,,,休宁县,2015年04月11日
晋城市本级,1405002015B00026,山西铭基房地产开发有限公司（2015-2）居住用地,北环路北、规划司徒路西,0.724900,0.000000,其他普通商品住房用地,拍卖出让,70,房地产业,九级,1510.0000,山西铭基房地产开发有限公司,1.00,2.90,2015年06月11日,2016年03月11日,2019年03月11日,,,晋城市,2015年04月11日
镇雄县,5306272015B00277,王昌勇,南广社区新村小区,0.008127,0.008127,其他普通商品住房用地,协议出让,30,房地产业,十五等级,3.6084,王昌勇,,,1900年01月01日,1900年01月01日,1900年01月01日,,,镇雄县,2015年04月11日
轮台县,6528222015A00117,中石油塔里木油田分公司2009-2010年滚动开发工程,轮台县轮南油田范围内,14.413700,0.000000,工业用地,划拨,,石油和天然气开采业,一级,0.0000,,0.40,0.00,2015年04月12日,2015年04月13日,2017年04月13日,,,中华人民共和国国土资源部,2015年04月11日
轮台县,6528222015A00239,中石油塔里木油田分公司2009-2010年滚动开发工程,轮台县轮南油田范围内,28.137300,0.000000,工业用地,划拨,,石油和天然气开采业,一级,0.0000,,0.40,0.00,2015年04月12日,2015年04月13日,2017年04月13日,,,中华人民共和国国土资源部,2015年04月11日
漳县,6211252015B00018,艾康沙棘制品建设项目,三岔镇三岔村,1.294200,0.000000,工业用地,挂牌出让,50,农副食品加工业,未评估地区,232.9560,甘肃艾康沙棘制品有限公司,0.70,2.00,2015年06月30日,2015年09月30日,2017年10月31日,,,漳县,2015年04月11日
188团,6610082015B00203,十师188团2015年挂-2号,北屯市昆仑街以北、华阳路以东、秋水路以西,1.262100,0.000000,其他商服用地,挂牌出让,40,零售业,三级,302.9040,北屯市森源房地产开发有限公司,1.33,1.33,2015年05月01日,2015年05月01日,2016年12月31日,,,新疆生产建设兵团第十师,2015年04月11日
章贡区,3607022015B00209,赣州有色冶金研究所住宅楼,赣州市章贡区青年路34号,2.317743,0.654067,其他普通商品住房用地,协议出让,70,其它,二级,613.5100,赣州有色冶金研究所,,,1900年01月01日,1900年01月01日,1900年01月01日,,,赣州市人民政府,2015年04月11日
长春市本级,2201002015A00781,富强城市公园,高新开发区宜居路,26.246100,0.000000,公园与绿地,划拨,,国家机构,六级,5905.3725,,0.00,0.00,2015年04月11日,2015年10月11日,2017年10月11日,,,长春市人民政府,2015年04月11日
