行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
余杭区,3301102013B00040,塘栖镇河西埭村工业地块11-1,塘栖镇河西埭村,2.043300,0.000000,工业用地,挂牌出让,50,专用设备制造业,八级,1104.0000,杭州九钻机械有限公司,1.10,0.00,2013年02月20日,2013年11月07日,2015年05月07日,,,余杭区,2013年01月07日
余杭区,3301102013B00037,沿山村工业2011-03地块,崇贤街道沿山村,0.666700,0.000000,工业用地,挂牌出让,50,通用设备制造业,八级,230.0000,杭州伟达铸锻有限公司,1.10,0.00,2013年02月20日,2013年11月07日,2014年11月07日,,,余杭区,2013年01月07日
余杭区,3301102013B00067,余杭区径山镇漕桥村工业用地1-2项目,径山镇漕桥村,0.376000,0.000000,工业用地,挂牌出让,50,塑料制品业,八级,137.0000,杭州晓成胶粘制品有限公司,1.10,0.00,2013年02月20日,2013年07月07日,2014年07月07日,,,余杭区,2013年01月07日
天祝藏族自治县,6206232013A00017,西部原油成品油管道工程,天祝县西大滩乡、松山镇,9.491600,0.000000,管道运输用地,划拨,,管道运输业,未评估地区,,,1.00,,2012年03月06日,2012年03月13日,2013年11月13日,,,天祝县人民政府,2013年01月07日
阜康市,6523022013B00046,新疆中泰化学阜康能源有限公司120万吨/年聚氯乙烯树脂、100万吨/年离子膜烧碱循环经济项目3,阜康与米泉行政界线以东、500水库以南,85.001100,0.000000,工业用地,挂牌出让,50,化学原料及化学制品制造业,未评估地区,4463.0000,新疆中泰化学阜康能源有限公司,0.70,,2013年01月14日,2013年04月30日,2014年12月31日,,,阜康市,2013年01月07日
阜康市,6523022013B00053,中泰化学阜康工业园120万吨/年聚氯乙烯树脂、100万吨/年离子膜烧碱循环经济项目,阜康与米泉行政界线以东、500水库以南,99.000000,0.000000,工业用地,挂牌出让,50,化学原料及化学制品制造业,未评估地区,5198.0000,新疆中泰化学阜康能源有限公司,0.70,,2013年01月14日,2013年04月30日,2014年12月31日,,,阜康市,2013年01月07日
黎平县,5226312013B00020,妇幼保健院宗地,黎平县德凤镇左平街61号,0.148000,0.148000,其他商服用地,挂牌出让,其他普通商品住房用地70年; 其他商服用地40,居民服务业,十五等级,2330.0000,贵州大地联创房地产开发有限公司黎平分公司,1.00,4.50,2014年01月07日,2015年01月07日,2017年01月07日,,,黎平县,2013年01月07日
黎平县,5226312013B00046,中医院宗地,黎平县德凤镇右平街19号,0.069131,0.069131,其他商服用地,挂牌出让,40,其他服务业,十五等级,1210.0000,贵阳银行股份有限公司凯里分行,1.00,3.60,2014年01月07日,2015年01月07日,2017年01月07日,,,黎平县,2013年01月07日
无为县,3414222013B00025,吉祥加油站迁址新建,襄安镇襄安村,0.333300,0.000000,批发零售用地,挂牌出让,40,零售业,四级,105.0000,无为县吉祥加油站,0.00,0.70,2013年01月29日,2013年06月29日,2014年12月29日,,,无为县,2013年01月07日
无为县,3414222013B00037,2012-26号地块房地产开发,姚沟镇南湖村（原皖江电缆厂）,0.270500,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,四级,195.0000,无为金波房地产开发有限公司,1.00,1.30,2013年01月29日,2013年06月29日,2014年12月29日,,,无为县,2013年01月07日
