行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
路桥区,3310042015B00282-1,路桥区蓬街镇东方大道以南、75省道以东地块,蓬街镇新红村、新星村,13.599100,0.000000,工业用地,挂牌出让,50,通用设备制造业,三级,7085.0000,双菱集团有限公司,0.80,,2016年02月10日,2017年02月10日,2019年02月10日,,,台州市,2015年12月19日
杭州市本级,3301002015A07689,龙谷路（清谷路—旋网山）道路工程,杭州市西湖区转塘街道,0.410700,0.410700,街巷用地,划拨,,其他服务业,七级,,,,,2016年12月19日,2017年12月19日,2020年12月19日,,,杭州市人民政府,2015年12月19日
杭州市本级,3301002015A07678,枫桦东路（极地海洋公园-军师路）道路工程（三期）,杭州之江国家旅游度假区,6.818800,0.309300,街巷用地,划拨,,其他服务业,八级,,,,,2016年12月19日,2017年12月19日,2020年12月19日,,,杭州市人民政府,2015年12月19日
路桥区,3310042015B00270,蓬街镇学前路南侧单间出让地块,蓬街镇蓬街居,0.694100,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,三级,2279.5000,陈梅友等42户,1.00,1.00,2016年02月09日,2017年02月09日,2019年02月09日,,,台州市,2015年12月19日
肥城市,3709832015B00734,肥城市农村信用合作联社商业用地,肥城市孙伯镇南栾村,0.218848,0.218848,商务金融用地,协议出让,40,银行业,二级,41.0559,肥城市农村信用合作联社,0.09,0.09,2016年01月04日,,,,,肥城市,2015年12月19日
武清区,1201142015B11546,铁科纵横（天津）科技发展有限公司,武清开发区规划源和道北侧,6.792230,0.000000,工业用地,挂牌出让,50,铁路运输设备制造,八级,1870.0000,铁科纵横（天津）科技发展有限公司,0.80,0.00,2016年02月27日,2016年06月19日,2018年06月19日,,,天津市武清区人民政府,2015年12月19日
郑州市本级,4101002015A15390,豫（郑）交易划拨（2015年）第71号,鼎盛大道北、荆胡路西,2.374334,0.000000,街巷用地,划拨,,国家机构,未评估地区,,,,,1900年01月01日,1900年01月01日,1900年01月01日,,,郑州市人民政府,2015年12月19日
寒亭区,3707032015B08999,潍坊滨海通达商务中心,潍坊滨海经济技术开发区海丰路以东、山东新和成药业有限公司、国有土地以南,8.861700,8.333300,商务金融用地,挂牌出让,40,商务服务业,三级,8124.9700,潍坊公信国有资产经营有限公司,1.20,2.00,2016年02月10日,2017年02月10日,2020年02月09日,,,潍坊市,2015年12月19日
寒亭区,3707032015B08965,潍坊滨海润达商务中心,潍坊滨海经济技术开发区香江西一街以北、国有土地以东,8.181100,7.015100,商务金融用地,挂牌出让,40,商务服务业,三级,6839.7300,潍坊滨城投资开发有限公司,1.20,2.00,2016年02月10日,2017年02月10日,2020年02月09日,,,潍坊市,2015年12月19日
寒亭区,3707032015B09058,装饰材料生产,潍坊滨海经济技术开发区国有土地以西、香江东六街以北,3.051600,0.000000,工业用地,挂牌出让,50,建筑装饰业,三级,545.8200,潍坊新明华节能科技有限公司,1.00,,2016年02月14日,2016年08月14日,2018年08月14日,,,潍坊市,2015年12月19日
