行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
兴海县,6325242015B00100,兴海县索拉沟铜多金属矿采选工业场,兴海县子科滩镇青根河村,1.700000,0.000000,工业用地,协议出让,50,铜矿采选,十五等级,61.2000,青海启源矿业开发有限公司,,1.00,2015年03月29日,2015年03月29日,2015年12月30日,,,兴海县人民政府,2015年03月29日
济南市本级,3701002015B01165,市中区双龙片区A2地块,市中区阳光新路西侧，市中区医院北邻,1.209800,0.795400,商务金融用地,挂牌出让,40,房地产业,四级,12458.0350,济南泉景润龙置业有限公司,3.00,5.00,2015年05月28日,2016年05月28日,2019年05月28日,,,济南市,2015年03月29日
双城市,2301822015B00096,商住小区,新兴镇新兴村,5.929300,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,中低价位、中小套型普通商品住房用地70年; 批发零售用地40,房地产业,十级,2360.0000,黑龙江龙高置业有限公司,1.00,1.31,2015年10月30日,2016年05月10日,2018年08月01日,,,双城市,2015年03月29日
南宁市本级,4501002015B19236,划拨补办出让（危旧房改住房改造）,明秀东路北三里5号,0.279964,0.279964,中低价位、中小套型普通商品住房用地,协议出让,70,废弃资源和废旧材料回收加工业,三级,824.9974,南宁重型机器厂,1.00,5.41,2015年04月30日,1900年01月01日,1900年01月01日,,,南宁市,2015年03月29日
双城市,2301822015B00088,金安国泰城,双城镇承旭村,2.450900,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,批发零售用地40年; 中低价位、中小套型普通商品住房用地70,房地产业,十级,3677.0000,哈尔滨市金安房地产开发有限公司,1.00,3.40,2015年07月01日,2015年09月10日,2017年12月31日,,,双城市,2015年03月29日
阳新县,4202222015B00420,房地产项目,阳新县枫林镇老街（原枫林工商所）,0.162650,0.103422,其他普通商品住房用地,挂牌出让,批发零售用地40年; 其他普通商品住房用地70,房地产业,二级,70.0000,湖北华成置业有限公司,1.00,11.30,2015年04月30日,2015年05月31日,2018年05月31日,,,阳新县,2015年03月29日
阜康市,6523022015B00169,新疆焦煤集团阜康气煤有限公司,阜康市九运街镇境内 众和电厂南侧,0.519900,0.000000,工业用地,挂牌出让,50,煤炭开采和洗选业,未评估地区,70.2000,新疆焦煤集团阜康气煤有限公司,1.00,,2014年01月14日,2015年04月01日,2016年04月01日,,,阜康市,2015年03月29日
阜康市,6523022015B00152,新疆焦煤集团阜康气煤有限公司,阜康市九运街镇境内 众和电厂南侧,0.017500,0.000000,工业用地,挂牌出让,50,煤炭开采和洗选业,未评估地区,2.4000,新疆焦煤集团阜康气煤有限公司,1.00,,2015年01月14日,2015年04月01日,2016年04月01日,,,阜康市,2015年03月29日
阜康市,6523022015B00173,新疆焦煤集团阜康气煤有限公司,阜康市九运街镇境内 众和电厂南侧,11.511400,0.000000,工业用地,挂牌出让,50,煤炭开采和洗选业,未评估地区,1554.0000,新疆焦煤集团阜康气煤有限公司,1.00,,2015年01月14日,2015年04月01日,2016年04月01日,,,阜康市,2015年03月29日
永年县,1304292015B00386,商业用地,姚寨乡沙屯村南,1.202564,0.000000,其他商服用地,挂牌出让,40,批发业,未评估地区,738.0000,邯郸市一言九鼎商贸有限公司,,4.00,2015年03月29日,2015年11月12日,2018年11月11日,,,永年县,2015年03月29日
永年县,1304292015B00374,仓储物流用地,姚寨乡沙屯村南、人民路以北,1.330736,0.000000,仓储用地,挂牌出让,50,批发业,未评估地区,310.0000,邯郸市一言九鼎商贸有限公司,1.00,,2015年03月29日,2015年11月12日,2017年11月11日,,,永年县,2015年03月29日
济南市本级,3701002015B01185,原中光明街棚改项目,市中区经十路南侧、中光明街东侧,1.431400,0.920000,商务金融用地,挂牌出让,40,房地产业,四级,16758.0000,济南新华南山置业有限公司,3.00,5.50,2015年10月25日,2016年10月25日,2019年10月25日,,,济南市,2015年03月29日
永年县,1304292015B00365,仓储物流用地,姚寨乡沙屯村南、人民路以北,2.463092,0.000000,仓储用地,挂牌出让,50,批发业,未评估地区,573.0000,邯郸市一言九鼎商贸有限公司,1.00,,2015年03月29日,2015年11月12日,2017年11月11日,,,永年县,2015年03月29日
环县,6210222015A00020,棚户区改造原房管局片区安置楼项目,环县环洲路东侧、水务局南侧,0.206700,0.206700,经济适用住房用地,划拨,,社会保障业,十八等级,,,1.00,3.50,2015年03月29日,2015年07月29日,2017年07月29日,,,环县人民政府,2015年03月29日
哈尔滨市本级,2301002015B21027,国有土地使用权转让,香坊区三大动力路325号,2.078300,2.078300,工业用地,协议出让,50,其它,五级,951.4500,哈尔滨锅炉厂有限责任公司,,,2015年03月29日,1900年01月01日,1900年01月01日,,,哈尔滨市,2015年03月29日
宁安市,2310842015B00261,老党校地块,古塔东街北,0.915300,0.915300,其他普通商品住房用地,挂牌出让,70,房地产业,一级,410.0000,宁安市博森房地产开发有限公司,1.00,2.45,2015年04月10日,2015年08月01日,2018年07月31日,,,黑龙江省宁安市,2015年03月29日
港口区,4506022015A00049-1,防城港市和平住宅区建设项目,港口区公车镇沙潭江大道,38.769473,38.769473,经济适用住房用地,划拨,,房地产业,未评估地区,5815.4000,,1.00,1.80,2015年03月29日,2015年09月29日,2017年09月29日,,,防城港市人民政府,2015年03月29日
